2.4538E+2	5.3725E+1	-6.6950E+1	0.0000E+0	5.0047E+4
2.4543E+2	5.2288E+1	-6.6187E+1	0.0000E+0	5.0047E+4
2.4548E+2	5.3263E+1	-6.6525E+1	0.0000E+0	5.0047E+4
2.4553E+2	5.3175E+1	-6.6425E+1	0.0000E+0	5.0047E+4
2.4558E+2	5.3400E+1	-6.5537E+1	0.0000E+0	5.0047E+4
2.4563E+2	5.3012E+1	-6.5675E+1	0.0000E+0	5.0047E+4
2.4568E+2	5.2687E+1	-6.5787E+1	0.0000E+0	5.0047E+4
2.4573E+2	5.2338E+1	-6.5925E+1	0.0000E+0	5.0047E+4
2.4578E+2	5.2200E+1	-6.5075E+1	0.0000E+0	5.0047E+4
2.4583E+2	5.2800E+1	-6.5800E+1	0.0000E+0	5.0047E+4
2.4588E+2	5.2650E+1	-6.5687E+1	0.0000E+0	5.0047E+4
2.4593E+2	5.2575E+1	-6.6075E+1	0.0000E+0	5.0047E+4
2.4598E+2	5.2575E+1	-6.5300E+1	0.0000E+0	5.0047E+4
2.4603E+2	5.1500E+1	-6.6538E+1	0.0000E+0	5.0047E+4
2.4608E+2	5.1487E+1	-6.5537E+1	0.0000E+0	5.0047E+4
2.4613E+2	5.2250E+1	-6.5825E+1	0.0000E+0	5.0047E+4
2.4618E+2	5.2100E+1	-6.4875E+1	0.0000E+0	5.0047E+4
2.4623E+2	5.2050E+1	-6.6412E+1	0.0000E+0	5.0047E+4
2.4628E+2	5.2650E+1	-6.5875E+1	0.0000E+0	5.0047E+4
2.4633E+2	5.7250E+1	-6.5300E+1	0.0000E+0	5.0047E+4
2.4638E+2	1.0345E+2	-6.1475E+1	0.0000E+0	5.0047E+4
2.4643E+2	7.5713E+1	-6.4625E+1	0.0000E+0	5.0047E+4
2.4648E+2	5.4375E+1	-6.6437E+1	0.0000E+0	5.0047E+4
2.4653E+2	5.5013E+1	-6.7062E+1	0.0000E+0	5.0047E+4
2.4658E+2	5.4937E+1	-6.6200E+1	0.0000E+0	5.0047E+4
2.4663E+2	5.4913E+1	-6.6275E+1	0.0000E+0	5.0047E+4
2.4668E+2	5.5400E+1	-6.5975E+1	0.0000E+0	5.0047E+4
2.4673E+2	5.5625E+1	-6.7037E+1	0.0000E+0	5.0047E+4
2.4678E+2	5.5812E+1	-6.6363E+1	0.0000E+0	5.0047E+4
2.4683E+2	5.6725E+1	-6.6000E+1	0.0000E+0	5.0047E+4
2.4688E+2	5.6850E+1	-6.5687E+1	0.0000E+0	5.0047E+4
2.4693E+2	5.6462E+1	-6.5550E+1	0.0000E+0	5.0047E+4
2.4698E+2	5.7025E+1	-6.6250E+1	0.0000E+0	5.0047E+4
2.4703E+2	5.7650E+1	-6.5425E+1	0.0000E+0	5.0047E+4
2.4708E+2	5.7163E+1	-6.6125E+1	0.0000E+0	5.0047E+4
2.4713E+2	5.7650E+1	-6.6175E+1	0.0000E+0	5.0047E+4
2.4718E+2	5.8237E+1	-6.6213E+1	0.0000E+0	5.0047E+4
2.4723E+2	5.8150E+1	-6.6575E+1	0.0000E+0	5.0047E+4
2.4728E+2	5.8300E+1	-6.6513E+1	0.0000E+0	5.0047E+4
2.4733E+2	5.7512E+1	-6.5175E+1	0.0000E+0	5.0047E+4
2.4738E+2	5.8363E+1	-6.5237E+1	0.0000E+0	5.0047E+4
2.4743E+2	5.8138E+1	-6.5025E+1	0.0000E+0	5.0047E+4
2.4748E+2	5.7775E+1	-6.5162E+1	0.0000E+0	5.0047E+4
2.4753E+2	5.7575E+1	-6.5437E+1	0.0000E+0	5.0047E+4
2.4758E+2	5.7525E+1	-6.5362E+1	0.0000E+0	5.0047E+4
2.4763E+2	5.7500E+1	-6.5338E+1	0.0000E+0	5.0047E+4
2.4768E+2	5.7575E+1	-6.4463E+1	0.0000E+0	5.0047E+4
2.4773E+2	5.7250E+1	-6.5037E+1	0.0000E+0	5.0047E+4
2.4778E+2	5.6962E+1	-6.5600E+1	0.0000E+0	5.0047E+4
2.4783E+2	5.7488E+1	-6.5062E+1	0.0000E+0	5.0047E+4
2.4788E+2	5.6725E+1	-6.4987E+1	0.0000E+0	5.0047E+4
2.4793E+2	5.6763E+1	-6.4937E+1	0.0000E+0	5.0047E+4
2.4798E+2	5.6850E+1	-6.4212E+1	0.0000E+0	5.0047E+4
2.4803E+2	5.6862E+1	-6.5062E+1	0.0000E+0	5.0047E+4
2.4808E+2	5.6050E+1	-6.5488E+1	0.0000E+0	5.0047E+4
2.4813E+2	5.6675E+1	-6.5463E+1	0.0000E+0	5.0047E+4
2.4818E+2	5.6025E+1	-6.5187E+1	0.0000E+0	5.0047E+4
2.4823E+2	5.5413E+1	-6.5987E+1	0.0000E+0	5.0047E+4
2.4828E+2	5.5125E+1	-6.5450E+1	0.0000E+0	5.0047E+4
2.4833E+2	5.5575E+1	-6.5937E+1	0.0000E+0	5.0047E+4
2.4838E+2	5.5725E+1	-6.5575E+1	0.0000E+0	5.0047E+4
2.4843E+2	5.5888E+1	-6.5812E+1	0.0000E+0	5.0047E+4
2.4848E+2	5.5463E+1	-6.5675E+1	0.0000E+0	5.0047E+4
2.4853E+2	5.4625E+1	-6.6175E+1	0.0000E+0	5.0047E+4
2.4858E+2	5.4537E+1	-6.5763E+1	0.0000E+0	5.0047E+4
2.4863E+2	5.3825E+1	-6.6237E+1	0.0000E+0	5.0047E+4
2.4868E+2	5.3738E+1	-6.5737E+1	0.0000E+0	5.0047E+4
2.4873E+2	5.3700E+1	-6.4675E+1	0.0000E+0	5.0047E+4
2.4878E+2	5.3500E+1	-6.6000E+1	0.0000E+0	5.0047E+4
2.4883E+2	5.3362E+1	-6.5425E+1	0.0000E+0	5.0047E+4
2.4888E+2	5.3812E+1	-6.5650E+1	0.0000E+0	5.0047E+4
2.4893E+2	5.2788E+1	-6.5550E+1	0.0000E+0	5.0047E+4
2.4898E+2	5.2512E+1	-6.5125E+1	0.0000E+0	5.0047E+4
2.4903E+2	5.2650E+1	-6.6062E+1	0.0000E+0	5.0047E+4
2.4908E+2	5.3287E+1	-6.6013E+1	0.0000E+0	5.0047E+4
2.4913E+2	5.2537E+1	-6.5437E+1	0.0000E+0	5.0047E+4
2.4918E+2	5.3163E+1	-6.6575E+1	0.0000E+0	5.0047E+4
2.4923E+2	5.2762E+1	-6.6125E+1	0.0000E+0	5.0047E+4
2.4928E+2	5.2837E+1	-6.6550E+1	0.0000E+0	5.0047E+4
2.4933E+2	5.2587E+1	-6.6450E+1	0.0000E+0	5.0047E+4
2.4938E+2	5.3075E+1	-6.5400E+1	0.0000E+0	5.0047E+4
2.4943E+2	5.3362E+1	-6.5775E+1	0.0000E+0	5.0047E+4
2.4948E+2	5.2737E+1	-6.5538E+1	0.0000E+0	5.0047E+4
2.4953E+2	5.1950E+1	-6.5838E+1	0.0000E+0	5.0047E+4
2.4958E+2	5.2875E+1	-6.5950E+1	0.0000E+0	5.0047E+4
2.4963E+2	5.3137E+1	-6.5950E+1	0.0000E+0	5.0047E+4
